"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"1400000US09001011200","Census Tract 112, Fairfield County, Connecticut","666","46","3.6","3.6","0.8","1.1","1.7","2.1","0.0","4.8","3.2","3.8","12.0","7.2","6.5","4.3","5.9","3.7","4.7","3.7","61.9","10.4","250,000+","***","563542","132083","39.6","(X)","(X)","(X)","(X)","(X)","533","63","2.6","3.1","0.0","5.9","0.0","5.9","0.0","5.9","3.0","5.2","13.1","8.4","6.4","5.3","6.4","4.5","4.5","4.1","64.0","11.3","250,000+","***","616660","151405","(X)","(X)","41.7","(X)","(X)","(X)","483","65","0.0","6.5","0.0","6.5","0.0","6.5","0.0","6.5","0.0","6.5","13.7","9.1","7.0","5.9","6.4","4.8","5.0","4.4","67.9","12.0","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","133","40","7.5","11.5","3.8","5.3","8.3","9.6","0.0","21.5","3.8","6.3","7.5","6.4","6.8","7.4","3.8","5.5","5.3","8.7","53.4","19.3","201875","119124","337974","141647","(X)","(X)","(X)","(X)","31.6","(X)"
"1400000US09001011300","Census Tract 113, Fairfield County, Connecticut","1316","68","3.8","2.7","1.3","1.4","7.0","4.5","7.6","4.6","18.8","5.2","5.7","3.5","15.0","5.5","22.0","6.9","5.2","2.8","13.5","4.9","87650","12807","122621","20318","25.2","(X)","(X)","(X)","(X)","(X)","939","94","1.6","2.6","0.0","3.4","9.9","6.2","8.4","5.8","14.3","7.0","7.1","5.3","14.5","5.7","23.7","8.9","6.5","3.7","14.0","5.7","92454","12186","125202","23449","(X)","(X)","19.4","(X)","(X)","(X)","727","99","2.1","3.3","0.0","4.4","7.4","5.9","6.6","5.9","15.1","8.7","3.2","2.9","17.6","6.7","25.3","10.0","6.1","3.7","16.6","6.8","96914","9849","N","N","(X)","(X)","(X)","(X)","(X)","(X)","377","85","9.3","7.2","4.5","5.0","5.0","7.5","5.6","6.8","24.9","11.9","8.8","8.5","11.4","7.1","15.9","10.5","2.1","3.5","12.5","9.2","55893","40886","113636","39145","(X)","(X)","(X)","(X)","39.5","(X)"
"1400000US09001020100","Census Tract 201, Fairfield County, Connecticut","2129","186","15.5","5.2","9.9","5.7","10.6","5.2","9.2","4.8","6.1","3.0","16.7","5.2","12.6","5.4","6.9","3.8","4.3","2.7","8.2","4.7","46708","16714","79926","21952","21.7","(X)","(X)","(X)","(X)","(X)","796","158","1.6","2.4","8.2","7.8","15.1","11.2","11.4","10.4","3.8","4.1","18.6","10.5","15.5","9.9","4.9","5.6","8.0","6.2","12.9","10.5","56439","21534","117085","56006","(X)","(X)","31.8","(X)","(X)","(X)","497","151","2.6","3.9","7.8","8.5","2.8","5.6","7.2","10.1","2.2","3.4","13.9","12.1","24.7","15.6","7.8","8.9","12.9","9.9","17.9","14.2","82034","9379","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1333","211","23.9","8.3","11.0","6.9","8.0","5.1","7.8","6.1","7.4","4.2","15.6","7.0","10.9","6.9","8.1","6.0","2.1","2.3","5.3","4.5","32250","21145","57473","11996","(X)","(X)","(X)","(X)","15.6","(X)"
"1400000US09001020200","Census Tract 202, Fairfield County, Connecticut","1233","73","1.4","1.7","2.3","3.7","0.6","1.0","1.4","1.5","5.0","3.9","11.2","5.1","7.1","4.5","12.1","5.5","7.5","3.7","51.4","7.7","201250","38937","263936","39415","32.1","(X)","(X)","(X)","(X)","(X)","992","97","0.7","1.2","2.8","4.6","0.0","3.2","0.0","3.2","2.6","2.3","11.9","5.8","4.6","3.4","12.3","5.8","7.7","4.1","57.4","9.0","205556","38102","295440","47469","(X)","(X)","31.4","(X)","(X)","(X)","865","114","0.0","3.7","0.0","3.7","0.0","3.7","0.0","3.7","3.0","2.7","10.3","5.3","5.3","3.8","14.1","6.6","7.7","4.5","59.5","9.2","225847","28806","N","N","(X)","(X)","(X)","(X)","(X)","(X)","241","83","4.1","6.8","0.0","12.6","3.3","5.1","7.1","7.9","14.9","16.3","12.0","10.9","13.7","13.2","11.2","10.6","6.6","8.1","27.0","15.2","81553","45698","132976","38132","(X)","(X)","(X)","(X)","35.3","(X)"
"1400000US09001020300","Census Tract 203, Fairfield County, Connecticut","2386","78","0.6","1.0","1.8","2.3","3.0","1.8","4.7","2.9","4.0","2.7","4.8","2.7","10.8","4.6","13.0","4.5","12.5","4.9","44.7","6.7","173500","27382","211955","24129","25.6","(X)","(X)","(X)","(X)","(X)","1998","141","0.7","1.1","0.0","1.6","0.7","1.0","4.6","3.3","3.4","3.0","4.8","3.0","10.0","4.8","12.5","4.1","12.3","5.4","51.2","7.4","201797","38190","224875","20437","(X)","(X)","18.5","(X)","(X)","(X)","1824","154","0.8","1.2","0.0","1.8","0.7","1.1","3.3","3.1","1.2","1.4","3.5","2.5","9.5","4.9","13.7","4.4","12.0","5.4","55.3","7.9","217222","24071","N","N","(X)","(X)","(X)","(X)","(X)","(X)","388","116","0.0","8.0","11.3","13.8","15.2","10.5","4.9","6.1","7.5","7.1","5.2","6.0","14.9","14.0","15.7","16.1","13.9","10.5","11.3","11.1","95197","35332","144119","89442","(X)","(X)","(X)","(X)","62.4","(X)"
"1400000US09001020400","Census Tract 204, Fairfield County, Connecticut","1159","71","1.6","1.8","1.2","1.4","1.4","1.7","2.0","1.9","2.0","2.4","7.1","3.9","13.5","5.4","21.3","6.1","11.5","4.9","38.5","8.0","147250","36551","226510","36619","34.5","(X)","(X)","(X)","(X)","(X)","957","84","0.0","3.3","0.0","3.3","0.8","1.4","1.8","2.1","2.4","2.9","6.0","3.8","14.1","6.3","18.7","7.1","11.2","5.2","45.0","8.9","177656","24839","250903","43109","(X)","(X)","29.2","(X)","(X)","(X)","898","92","0.0","3.6","0.0","3.6","0.9","1.5","1.9","2.2","1.2","1.9","5.5","3.9","15.0","6.7","18.4","7.5","10.9","5.2","46.2","9.1","181500","28702","N","N","(X)","(X)","(X)","(X)","(X)","(X)","202","70","8.9","10.0","6.9","8.1","4.0","6.8","3.0","5.0","0.0","14.8","12.4","11.9","18.3","14.7","26.2","18.7","12.9","12.7","7.4","8.7","82083","54593","108163","30964","(X)","(X)","(X)","(X)","59.9","(X)"
"1400000US09001020500","Census Tract 205, Fairfield County, Connecticut","1611","96","1.2","1.3","2.0","1.7","5.9","3.6","3.5","2.3","6.5","3.0","6.4","3.7","12.2","5.3","14.6","4.6","18.9","7.3","28.7","6.8","140515","34536","190099","29128","24.8","(X)","(X)","(X)","(X)","(X)","1216","104","0.0","2.6","1.4","2.2","0.7","1.0","3.2","2.6","6.4","3.3","7.6","5.3","15.0","6.7","15.5","5.2","15.3","8.0","35.0","7.7","153438","40422","216936","35630","(X)","(X)","21.9","(X)","(X)","(X)","1115","105","0.0","2.9","1.5","2.4","0.0","2.9","2.7","2.5","7.0","3.6","5.4","3.9","14.6","7.1","15.3","5.7","16.0","8.2","37.5","8.1","166797","39659","N","N","(X)","(X)","(X)","(X)","(X)","(X)","395","105","5.1","5.8","3.8","4.2","22.0","13.0","4.3","5.2","6.8","6.0","10.9","8.9","6.1","5.7","9.4","7.1","22.0","14.0","9.6","7.1","70972","40604","97612","23227","(X)","(X)","(X)","(X)","31.6","(X)"
"1400000US09001020600","Census Tract 206, Fairfield County, Connecticut","1580","91","3.6","2.0","0.7","0.8","2.9","2.2","6.8","3.5","7.7","4.5","9.2","3.3","15.4","4.8","17.7","5.6","14.3","4.6","21.6","5.3","114844","15846","147038","15967","31.4","(X)","(X)","(X)","(X)","(X)","1189","107","0.0","2.7","0.0","2.7","0.3","0.5","5.3","3.1","8.2","5.6","6.8","3.4","17.8","5.7","18.0","5.4","14.9","5.1","28.7","6.6","136563","16428","173128","19968","(X)","(X)","31.6","(X)","(X)","(X)","1056","98","0.0","3.0","0.0","3.0","0.0","3.0","4.3","3.0","8.6","6.2","7.0","3.6","15.7","6.2","17.4","5.5","16.8","5.7","30.2","7.2","143056","15062","N","N","(X)","(X)","(X)","(X)","(X)","(X)","391","93","14.6","8.3","2.8","3.6","10.7","8.0","11.5","10.9","6.1","5.7","16.6","9.5","12.3","12.2","16.9","14.0","8.4","10.4","0.0","8.0","54821","29802","65207","15756","(X)","(X)","(X)","(X)","30.7","(X)"
"1400000US09001020700","Census Tract 207, Fairfield County, Connecticut","1510","64","0.0","2.1","4.0","3.0","4.5","2.7","2.5","1.9","3.6","2.4","9.9","3.8","7.9","3.0","31.8","7.7","10.8","4.8","25.1","6.5","117381","12285","161205","18660","21.8","(X)","(X)","(X)","(X)","(X)","1129","82","0.0","2.8","0.0","2.8","1.5","1.7","1.7","1.9","2.6","2.7","6.1","3.3","10.3","4.5","33.9","9.7","13.0","5.5","30.9","7.9","139297","25705","189661","22948","(X)","(X)","21.2","(X)","(X)","(X)","970","92","0.0","3.3","0.0","3.3","1.8","2.0","1.0","1.7","2.1","2.4","5.5","3.5","9.6","4.1","37.0","10.7","10.8","4.8","32.3","8.0","139531","26809","N","N","(X)","(X)","(X)","(X)","(X)","(X)","381","75","0.0","8.2","16.0","11.3","13.4","9.2","4.7","5.3","6.6","6.0","21.0","12.9","6.8","6.0","19.4","12.5","6.8","6.4","5.2","5.4","57036","13976","71706","14098","(X)","(X)","(X)","(X)","21.0","(X)"
"1400000US09001020800","Census Tract 208, Fairfield County, Connecticut","932","37","0.0","3.4","1.7","2.2","6.0","3.4","3.2","2.8","4.4","3.0","6.3","3.4","18.5","6.9","17.7","6.0","17.7","6.9","24.5","6.6","129038","33929","161458","20159","25.1","(X)","(X)","(X)","(X)","(X)","797","55","0.0","4.0","0.0","4.0","2.9","2.7","1.5","2.1","3.9","3.1","5.3","3.5","20.7","8.0","19.2","6.7","19.2","7.6","27.4","7.6","141406","20830","177028","23514","(X)","(X)","23.0","(X)","(X)","(X)","694","58","0.0","4.6","0.0","4.6","1.3","1.4","1.7","2.4","4.5","3.6","6.1","4.0","16.9","7.7","18.2","7.9","20.0","8.2","31.4","8.4","151923","27196","N","N","(X)","(X)","(X)","(X)","(X)","(X)","135","37","0.0","21.2","11.9","14.5","24.4","17.2","13.3","15.3","7.4","8.7","12.6","12.4","5.2","7.5","10.4","8.9","8.9","12.0","5.9","8.0","37750","36650","67447","27210","(X)","(X)","(X)","(X)","37.8","(X)"
"1400000US09001020900","Census Tract 209, Fairfield County, Connecticut","1905","135","6.4","4.4","8.6","5.2","5.7","3.1","7.8","4.0","11.3","4.3","13.3","5.1","16.8","5.1","18.5","4.5","4.4","2.3","7.1","3.5","70947","14843","81873","8924","24.1","(X)","(X)","(X)","(X)","(X)","986","142","7.2","6.6","1.4","2.2","1.1","1.9","6.5","5.6","9.9","5.9","16.1","8.0","14.1","7.4","27.2","6.9","6.1","3.9","10.3","5.6","86731","11666","100409","13287","(X)","(X)","33.3","(X)","(X)","(X)","753","108","0.0","4.2","0.0","4.2","1.5","2.5","8.5","7.3","7.0","5.3","18.5","9.2","7.4","4.9","35.6","8.6","8.0","5.1","13.5","7.3","109432","18949","N","N","(X)","(X)","(X)","(X)","(X)","(X)","919","154","6.5","6.8","15.3","9.7","10.7","6.5","9.2","7.4","12.8","7.3","10.3","5.7","19.7","9.2","9.1","5.1","2.6","2.9","3.6","3.4","46454","14607","61872","11955","(X)","(X)","(X)","(X)","14.3","(X)"
"1400000US09001021000","Census Tract 210, Fairfield County, Connecticut","1158","87","0.9","1.3","2.9","2.1","4.3","2.9","2.8","2.7","12.2","6.6","19.9","6.8","12.0","4.9","17.3","5.8","10.2","4.4","17.5","7.0","85500","21314","123004","16487","31.1","(X)","(X)","(X)","(X)","(X)","777","89","1.3","2.0","0.9","1.4","1.7","2.6","1.9","2.1","15.2","8.8","13.8","8.4","10.0","5.1","21.9","8.1","9.4","4.5","23.9","9.9","108706","16469","140544","21381","(X)","(X)","35.4","(X)","(X)","(X)","634","73","0.0","5.0","1.1","1.7","0.0","5.0","2.4","2.5","18.6","10.7","6.8","4.5","6.9","4.6","24.8","9.8","10.7","5.5","28.7","11.2","121563","28268","N","N","(X)","(X)","(X)","(X)","(X)","(X)","381","100","0.0","8.2","7.1","7.0","9.7","7.7","4.7","7.5","7.9","7.8","30.4","14.1","18.4","10.5","5.5","6.4","11.8","8.3","4.5","5.1","58875","25272","85489","20624","(X)","(X)","(X)","(X)","22.3","(X)"
"1400000US09001021100","Census Tract 211, Fairfield County, Connecticut","2276","146","3.8","3.7","2.2","2.7","8.7","4.2","5.0","3.6","15.6","6.0","22.8","5.5","10.8","4.9","14.1","4.3","6.9","3.8","10.1","3.8","65030","7070","96522","14472","31.9","(X)","(X)","(X)","(X)","(X)","1408","181","3.0","3.3","0.0","2.3","7.1","6.3","2.6","3.9","13.2","8.2","21.4","6.5","12.2","6.6","17.4","5.6","7.8","5.1","15.3","6.0","86034","21066","112701","18584","(X)","(X)","36.2","(X)","(X)","(X)","1035","163","0.0","3.1","0.0","3.1","1.4","2.0","0.0","3.1","11.6","9.7","20.0","8.0","14.9","8.3","20.8","7.6","10.6","6.7","20.8","8.1","108723","23201","N","N","(X)","(X)","(X)","(X)","(X)","(X)","868","182","8.8","9.1","5.8","6.8","7.7","5.7","13.0","9.3","15.3","8.2","24.9","11.4","8.5","6.4","8.9","6.1","5.5","5.4","1.6","2.6","49632","9076","68941","24565","(X)","(X)","(X)","(X)","24.9","(X)"
"1400000US09001021200","Census Tract 212, Fairfield County, Connecticut","1680","64","1.0","1.1","1.4","1.3","3.0","1.9","4.1","3.3","6.1","2.7","13.7","5.4","15.4","5.5","18.3","4.7","9.9","3.7","27.0","6.4","119773","25033","149361","16200","27.4","(X)","(X)","(X)","(X)","(X)","1128","116","0.0","2.8","0.9","1.3","0.0","2.8","3.9","4.6","5.2","2.8","13.7","7.0","16.8","7.0","17.6","6.0","8.5","3.7","33.2","8.8","128889","18616","164816","21800","(X)","(X)","26.3","(X)","(X)","(X)","1019","115","0.0","3.1","1.0","1.5","0.0","3.1","4.3","5.0","4.0","2.6","14.1","7.7","15.1","6.7","15.7","6.1","9.4","4.1","36.3","9.4","133894","23261","N","N","(X)","(X)","(X)","(X)","(X)","(X)","552","110","3.1","3.2","2.5","2.8","9.1","5.1","4.5","3.9","8.0","5.6","13.6","7.5","17.2","10.1","19.7","8.2","8.0","5.7","14.3","6.8","81481","15072","112857","19486","(X)","(X)","(X)","(X)","24.8","(X)"
"1400000US09001021300","Census Tract 213, Fairfield County, Connecticut","1528","112","5.2","4.1","2.6","1.9","7.6","3.7","6.0","3.2","11.1","5.0","12.0","5.0","12.2","4.9","20.9","6.3","12.2","5.2","10.2","4.4","86587","9112","100913","11606","31.7","(X)","(X)","(X)","(X)","(X)","990","105","1.8","2.3","0.0","3.2","5.3","3.2","7.4","4.6","11.1","6.8","14.2","7.1","13.1","5.9","22.4","8.8","11.0","5.7","13.6","6.4","90469","22298","111083","14518","(X)","(X)","35.4","(X)","(X)","(X)","755","120","2.4","3.1","0.0","4.2","3.6","2.7","2.9","3.0","14.6","8.7","10.3","6.5","17.2","7.2","16.7","7.2","14.4","7.3","17.9","7.7","92148","52995","N","N","(X)","(X)","(X)","(X)","(X)","(X)","538","100","11.3","10.8","7.2","5.5","11.9","8.2","6.9","5.5","7.8","5.5","7.8","6.1","10.6","8.9","18.0","10.7","14.5","7.9","3.9","4.6","69643","40854","81820","18070","(X)","(X)","(X)","(X)","25.1","(X)"
"1400000US09001021400","Census Tract 214, Fairfield County, Connecticut","2394","153","4.8","3.3","7.4","3.7","19.3","6.8","6.7","4.7","11.9","6.2","18.3","8.3","14.0","5.9","10.9","4.6","4.0","2.7","2.8","2.3","47474","10392","62402","7163","35.3","(X)","(X)","(X)","(X)","(X)","1650","201","2.8","3.7","4.1","4.3","20.1","8.0","9.8","6.6","9.5","5.3","19.6","10.2","15.9","8.7","10.0","6.1","5.0","3.8","3.2","2.9","51452","12096","65372","8849","(X)","(X)","38.7","(X)","(X)","(X)","987","211","0.9","1.7","4.7","5.8","11.3","8.8","8.4","7.7","13.4","8.6","24.3","14.1","13.7","10.0","9.7","7.8","8.3","6.4","5.3","4.8","58125","10176","N","N","(X)","(X)","(X)","(X)","(X)","(X)","744","167","9.3","7.7","14.5","10.0","19.6","11.4","10.6","9.8","15.3","13.5","13.6","10.2","6.3","5.9","7.1","6.1","1.7","2.7","1.9","3.1","28770","11347","48856","10562","(X)","(X)","(X)","(X)","22.4","(X)"
"1400000US09001021500","Census Tract 215, Fairfield County, Connecticut","1990","127","6.4","3.8","6.0","4.3","13.4","5.3","14.2","5.6","17.0","7.9","25.6","7.7","8.6","3.8","5.9","3.2","2.8","3.0","0.0","1.6","44381","5416","51032","6154","37.8","(X)","(X)","(X)","(X)","(X)","1474","207","5.2","4.0","6.1","5.5","11.9","7.0","13.9","6.2","21.2","9.1","25.6","9.0","8.8","4.9","5.4","3.4","1.8","2.1","0.0","2.2","44583","6642","50554","6236","(X)","(X)","33.0","(X)","(X)","(X)","649","196","2.2","3.0","0.0","4.9","1.2","2.5","15.4","10.7","33.4","17.9","22.3","15.7","10.9","10.5","10.5","7.4","4.0","4.8","0.0","4.9","49375","10838","N","N","(X)","(X)","(X)","(X)","(X)","(X)","516","166","9.9","9.0","9.3","9.3","26.9","11.8","20.3","14.1","7.9","9.9","14.0","11.9","4.5","5.1","1.4","2.0","5.8","9.2","0.0","6.1","25893","6357","39989","15432","(X)","(X)","(X)","(X)","43.8","(X)"
"1400000US09001021600","Census Tract 216, Fairfield County, Connecticut","3275","196","3.6","2.4","3.4","2.2","8.8","4.8","4.5","2.1","11.2","4.7","11.8","4.0","15.4","4.6","24.0","5.8","7.5","3.9","9.9","4.1","82746","13536","101732","10358","20.9","(X)","(X)","(X)","(X)","(X)","1867","243","1.5","1.7","0.6","0.9","11.9","7.9","3.7","2.8","9.6","6.4","9.6","6.0","11.2","5.9","31.0","8.6","10.1","6.5","10.7","6.5","101144","16198","105720","14636","(X)","(X)","23.1","(X)","(X)","(X)","1522","237","0.7","1.1","0.0","2.1","7.2","6.6","3.6","3.0","4.9","5.2","10.9","6.9","13.3","7.2","36.1","10.1","10.1","7.2","13.1","8.0","110404","8443","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1408","244","6.5","5.3","7.0","4.7","6.8","5.5","5.5","4.4","11.1","6.4","15.6","6.7","20.8","8.2","13.7","8.1","4.1","3.5","8.9","4.3","69760","11509","95650","18459","(X)","(X)","(X)","(X)","18.0","(X)"
"1400000US09001021700","Census Tract 217, Fairfield County, Connecticut","3287","196","6.0","3.9","2.2","1.8","5.9","2.9","9.9","4.5","12.0","4.3","22.4","6.5","9.5","4.0","17.4","5.1","7.8","3.0","6.9","3.1","62432","6319","86966","10469","34.1","(X)","(X)","(X)","(X)","(X)","1400","229","8.6","7.8","1.6","2.6","0.7","1.1","18.2","8.6","8.2","6.6","16.2","8.1","7.5","5.6","16.7","7.6","9.5","5.7","12.6","6.4","66667","26258","95258","16958","(X)","(X)","34.1","(X)","(X)","(X)","960","192","0.0","3.3","2.4","3.8","1.0","1.7","10.0","9.3","6.6","7.0","16.4","9.1","10.9","7.6","20.4","9.6","13.9","8.0","18.4","9.1","118300","36720","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1887","248","8.9","6.0","2.5","2.4","9.7","5.1","3.8","3.6","13.5","7.0","27.0","9.8","10.9","4.9","14.3","5.5","6.6","4.4","2.6","1.9","58873","4630","76087","13957","(X)","(X)","(X)","(X)","30.5","(X)"
"1400000US09001021801","Census Tract 218.01, Fairfield County, Connecticut","1634","95","2.8","2.5","1.2","1.4","8.3","4.1","6.4","3.4","9.9","4.6","21.2","6.5","14.4","5.9","14.3","4.7","8.3","3.9","13.3","4.6","75357","9959","112524","17876","30.4","(X)","(X)","(X)","(X)","(X)","1007","129","0.0","3.2","0.0","3.2","6.4","6.1","8.6","6.8","10.3","6.7","18.1","7.5","15.2","8.3","18.1","6.5","9.2","4.9","14.1","7.0","84203","7358","120918","24718","(X)","(X)","34.7","(X)","(X)","(X)","708","103","0.0","4.5","0.0","4.5","1.4","2.2","8.8","7.9","7.9","7.5","12.4","7.8","12.6","8.6","25.7","8.9","13.1","6.8","18.1","9.8","115909","24262","N","N","(X)","(X)","(X)","(X)","(X)","(X)","627","96","7.3","6.4","3.2","3.6","11.5","5.2","8.0","4.9","10.4","6.3","20.9","9.9","12.9","6.9","8.1","5.2","6.4","5.8","11.3","7.4","63347","17232","95617","33299","(X)","(X)","(X)","(X)","23.6","(X)"
"1400000US09001021802","Census Tract 218.02, Fairfield County, Connecticut","1916","102","7.2","3.7","4.7","4.0","8.0","3.8","22.1","7.0","16.6","6.4","13.3","5.2","9.9","4.1","12.9","5.7","0.0","1.7","5.3","4.2","39315","5769","61376","11162","33.5","(X)","(X)","(X)","(X)","(X)","1212","145","4.1","4.0","4.7","5.3","7.4","5.8","25.0","9.7","10.8","6.6","13.8","6.2","11.6","5.6","15.4","8.2","0.0","2.6","7.2","6.1","44750","26589","69779","14751","(X)","(X)","36.0","(X)","(X)","(X)","618","178","0.0","5.1","9.2","9.9","2.9","4.4","7.8","8.9","18.6","12.0","17.6","10.1","15.9","8.9","17.5","11.3","0.0","5.1","10.5","10.5","73021","21947","N","N","(X)","(X)","(X)","(X)","(X)","(X)","704","153","12.5","6.4","4.7","5.5","13.8","8.8","18.2","10.3","21.9","14.2","11.2","7.2","7.0","5.5","8.7","6.3","0.0","4.5","2.1","3.7","35250","9284","45819","11091","(X)","(X)","(X)","(X)","24.4","(X)"
"1400000US09001021900","Census Tract 219, Fairfield County, Connecticut","2200","96","8.7","5.4","3.8","3.7","7.0","6.8","12.4","5.1","6.8","5.1","24.8","7.6","13.1","6.2","11.9","5.3","6.3","3.6","5.2","2.3","61851","7721","76980","9087","31.1","(X)","(X)","(X)","(X)","(X)","1623","176","6.7","6.0","4.1","4.7","13.7","10.4","14.3","7.8","2.8","2.7","17.7","7.6","16.9","8.1","10.2","4.7","7.6","4.7","6.0","2.9","67726","9900","77456","11556","(X)","(X)","30.4","(X)","(X)","(X)","977","198","4.8","8.1","2.4","2.8","3.7","5.6","2.6","2.8","2.9","3.4","27.2","11.4","22.1","11.5","15.6","7.8","10.7","7.2","8.1","4.6","81232","11351","N","N","(X)","(X)","(X)","(X)","(X)","(X)","577","150","14.4","12.5","3.1","4.8","0.0","5.5","20.5","11.6","6.2","6.1","31.2","12.0","7.8","6.3","11.3","11.8","2.4","3.7","3.1","4.2","53187","9719","63546","18202","(X)","(X)","(X)","(X)","21.3","(X)"
"1400000US09001022000","Census Tract 220, Fairfield County, Connecticut","1002","93","7.3","6.9","4.3","2.9","5.0","4.2","2.6","2.2","20.6","11.6","15.7","7.0","20.2","8.6","19.2","7.2","4.1","3.8","1.2","1.5","65543","12219","68979","9182","39.1","(X)","(X)","(X)","(X)","(X)","688","109","7.8","9.2","1.3","2.4","4.2","5.7","10.8","7.7","23.4","14.9","10.2","6.7","15.6","7.7","23.0","10.4","2.0","3.2","1.7","2.3","59643","26746","68290","12574","(X)","(X)","46.9","(X)","(X)","(X)","410","118","0.0","7.6","0.0","7.6","0.0","7.6","2.7","4.8","32.4","21.9","11.0","9.6","18.8","9.6","28.8","15.5","3.4","5.8","2.9","4.1","77222","29454","N","N","(X)","(X)","(X)","(X)","(X)","(X)","314","102","6.1","7.3","10.8","9.2","6.7","6.7","8.3","7.2","11.5","10.7","13.7","11.3","23.6","17.3","10.8","10.8","8.6","9.3","0.0","9.8","52813","33065","62401","13452","(X)","(X)","(X)","(X)","22.0","(X)"
"1400000US09001022100","Census Tract 221, Fairfield County, Connecticut","2594","104","7.6","4.2","6.0","3.7","14.9","5.5","7.6","4.4","5.3","3.9","18.4","5.0","15.2","5.7","9.3","3.9","7.9","3.5","7.7","3.3","59803","7747","83393","12554","36.5","(X)","(X)","(X)","(X)","(X)","1678","215","2.9","3.6","6.7","6.2","11.0","6.2","7.7","5.4","9.4","6.0","25.4","7.6","12.6","6.3","9.2","4.1","8.2","4.3","6.9","3.7","59008","3808","86782","17738","(X)","(X)","34.6","(X)","(X)","(X)","1004","195","0.0","3.2","0.0","3.2","10.3","8.5","2.7","4.4","6.8","5.8","32.3","10.6","13.4","7.4","12.2","5.8","13.7","7.5","8.7","4.4","72619","9924","N","N","(X)","(X)","(X)","(X)","(X)","(X)","916","209","17.6","10.3","9.0","6.1","24.1","12.5","7.2","5.9","5.5","6.7","7.8","6.6","11.9","8.4","5.9","6.5","1.7","2.7","9.4","6.5","24876","6853","61909","21158","(X)","(X)","(X)","(X)","24.8","(X)"
