"GEO_ID","NAME","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E"
"1400000US09003487100","Census Tract 4871, Hartford County, Connecticut","4.2","15.8","6.0","21.6","5.6","18.5","6.0","17.1","5.2","119132","11804","129445","13416","24.5","(X)","(X)","(X)","(X)","(X)","1808","145","0.4","0.8","0.0","1.8","3.0","3.8","0.0","1.8","6.7","4.2","7.9","4.5","20.4","7.2","21.0","6.5","19.5","6.8","21.2","6.4","125560","10822","143444","16478","(X)","(X)","23.5","(X)","(X)","(X)","1623","154","0.4","0.9","0.0","2.0","3.4","4.2","0.0","2.0","4.1","3.8","6.7","4.4","17.7","7.5","22.2","7.0","21.7","7.4","23.6","7.1","135486","27067","N","N","(X)","(X)","(X)","(X)","(X)","(X)","431","136","13.9","8.8","0.0","7.3","13.7","10.1","10.0","9.3","17.6","10.7","15.1","11.1","7.9","7.3","16.5","10.3","5.3","6.4","0.0","7.3","48295","26669","59524","14815","(X)","(X)","(X)","(X)","21.3","(X)","2239","130","3.0","2.0","0.0","1.4","5.1","3.3","1.9","1.8","7.5","3.8","9.4"
"1400000US09003487201","Census Tract 4872.01, Hartford County, Connecticut","4.2","11.8","3.6","22.7","5.1","7.1","2.9","15.8","4.6","90368","11705","129477","22249","26.2","(X)","(X)","(X)","(X)","(X)","1334","85","1.3","1.5","0.0","2.4","1.9","1.5","3.7","2.6","6.9","4.1","13.2","5.1","13.6","4.5","29.9","6.9","9.6","3.9","19.8","5.9","113015","6504","148756","21207","(X)","(X)","24.7","(X)","(X)","(X)","1164","96","0.6","0.9","0.0","2.8","1.5","1.4","1.5","1.8","5.9","4.1","12.3","5.5","14.8","5.3","30.5","7.5","11.0","4.5","21.9","6.8","118081","8784","N","N","(X)","(X)","(X)","(X)","(X)","(X)","481","69","7.9","7.1","8.3","6.0","45.3","14.2","12.9","9.8","5.6","5.3","6.7","5.4","5.8","4.5","2.7","3.3","0.0","6.5","4.8","5.5","21996","3209","74947","59179","(X)","(X)","(X)","(X)","30.1","(X)","1815","68","3.1","2.2","2.2","1.6","13.4","4.1","6.1","3.5","6.3","3.4","11.5"
"1400000US09003487202","Census Tract 4872.02, Hartford County, Connecticut","4.8","8.3","4.9","23.9","6.9","20.1","6.5","29.2","7.8","148667","21893","173685","23122","28.2","(X)","(X)","(X)","(X)","(X)","1048","63","2.5","2.6","0.0","3.1","1.0","1.4","0.0","3.1","5.0","3.2","9.3","4.6","7.3","4.9","22.7","6.8","22.0","7.1","30.3","8.4","161818","26292","179520","24634","(X)","(X)","26.1","(X)","(X)","(X)","962","71","0.0","3.3","0.0","3.3","0.0","3.3","0.0","3.3","5.4","3.5","9.3","4.6","6.4","4.8","22.9","6.8","24.0","7.7","32.0","8.7","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","102","58","0.0","26.7","0.0","26.7","0.0","26.7","0.0","26.7","9.8","15.6","16.7","21.8","19.6","24.6","36.3","30.2","0.0","26.7","17.6","25.4","102935","24727","113734","35464","(X)","(X)","(X)","(X)","49.0","(X)","1150","45","2.3","2.4","0.0","2.8","0.9","1.3","0.0","2.8","5.4","3.0","9.9"
"1400000US09003487300","Census Tract 4873, Hartford County, Connecticut","5.2","14.5","6.7","22.6","9.7","8.9","5.2","13.1","4.7","94732","26046","112193","18661","33.4","(X)","(X)","(X)","(X)","(X)","378","61","1.3","2.0","0.0","8.2","3.4","3.6","2.6","2.7","6.6","4.4","14.0","8.1","23.0","9.7","15.9","6.6","13.8","8.5","19.3","7.6","98333","23499","136596","31428","(X)","(X)","24.9","(X)","(X)","(X)","305","59","1.6","2.5","0.0","10.1","2.3","3.3","0.0","10.1","6.6","4.8","8.9","5.0","26.2","11.7","15.1","7.5","17.0","10.0","22.3","9.3","116161","40708","N","N","(X)","(X)","(X)","(X)","(X)","(X)","263","64","4.9","5.5","0.0","11.6","14.8","12.2","13.7","8.9","10.6","8.4","22.8","11.2","2.3","3.5","26.6","18.1","0.0","11.6","4.2","5.1","55724","18713","71310","19127","(X)","(X)","(X)","(X)","45.6","(X)","641","26","2.8","2.5","0.0","4.9","8.1","5.7","7.2","3.9","8.3","4.4","14.5"
"1400000US09003487400","Census Tract 4874, Hartford County, Connecticut","3.5","19.0","5.6","31.3","5.2","13.2","4.6","5.5","2.8","99886","12354","104697","7892","24.6","(X)","(X)","(X)","(X)","(X)","635","57","0.0","5.0","0.6","1.1","2.2","2.0","6.0","3.3","4.1","3.0","6.5","3.7","21.3","6.8","36.5","7.0","16.5","5.8","6.3","3.2","113162","6942","119501","9831","(X)","(X)","23.3","(X)","(X)","(X)","509","59","0.0","6.2","0.8","1.4","0.6","1.2","3.5","2.9","1.8","2.1","6.3","4.4","23.6","7.7","38.7","7.2","17.9","6.1","6.9","3.8","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","260","54","6.5","5.0","5.0","4.4","17.3","9.1","6.5","4.9","9.6","6.0","14.6","9.3","13.5","7.2","18.5","9.3","5.0","4.7","3.5","5.0","60625","23626","68538","12894","(X)","(X)","(X)","(X)","27.7","(X)","895","45","1.9","1.4","1.9","1.4","6.6","2.9","6.1","2.8","5.7","2.8","8.8"
"1400000US09003487500","Census Tract 4875, Hartford County, Connecticut","7.1","13.0","5.4","20.2","5.7","10.9","3.6","5.2","2.5","73393","10974","91348","8113","35.8","(X)","(X)","(X)","(X)","(X)","1811","152","0.0","1.8","0.0","1.8","1.8","1.7","5.2","4.4","5.2","3.7","26.2","10.1","17.0","7.8","22.0","7.1","15.1","5.2","7.5","3.8","92824","7996","109243","11802","(X)","(X)","33.8","(X)","(X)","(X)","1444","172","0.0","2.2","0.0","2.2","1.7","2.0","1.8","1.9","5.3","4.4","23.5","11.1","14.6","7.9","26.9","8.4","16.8","6.0","9.4","4.8","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1051","189","12.7","7.7","5.0","4.7","13.8","7.6","7.5","5.6","12.1","7.4","24.2","10.4","8.7","5.4","14.1","7.8","0.7","1.4","1.3","2.1","48563","16235","54057","8615","(X)","(X)","(X)","(X)","35.6","(X)","2862","154","4.6","2.9","1.9","1.8","6.2","2.8","4.1","2.3","7.7","3.6","26.1"
"1400000US09003490100","Census Tract 4901, Hartford County, Connecticut","8.0","10.8","5.1","10.5","4.4","10.3","5.4","0.7","1.2","62313","8283","71169","7440","22.7","(X)","(X)","(X)","(X)","(X)","1206","149","5.1","6.1","4.5","5.5","4.0","4.3","7.8","6.9","12.7","7.2","17.5","9.6","12.6","7.6","16.0","7.7","18.6","10.0","1.3","2.4","71866","22999","87692","13926","(X)","(X)","26.0","(X)","(X)","(X)","693","149","5.6","8.6","4.5","7.7","0.0","4.6","9.1","10.0","13.3","10.0","14.9","11.1","12.6","7.0","18.5","10.0","19.3","13.5","2.3","4.2","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1211","184","4.0","3.5","3.7","3.1","7.3","4.7","16.2","8.1","19.3","8.7","33.4","10.9","8.9","6.6","5.0","4.5","2.1","2.3","0.0","2.6","49107","13475","53417","5354","(X)","(X)","(X)","(X)","19.3","(X)","2417","129","4.6","3.3","4.1","3.1","5.0","3.0","11.4","5.0","14.5","5.8","28.2"
"1400000US09003490302","Census Tract 4903.02, Hartford County, Connecticut","4.3","13.2","3.7","19.9","4.7","10.3","3.2","15.4","4.3","92955","12339","118132","11515","34.4","(X)","(X)","(X)","(X)","(X)","2130","178","0.0","1.5","0.0","1.5","2.4","3.1","0.0","1.5","4.8","3.7","18.5","5.4","13.8","4.5","26.5","6.8","12.6","4.4","21.4","6.0","117609","9478","147129","15412","(X)","(X)","33.3","(X)","(X)","(X)","1759","191","0.0","1.8","0.0","1.8","3.0","3.8","0.0","1.8","1.8","2.0","16.7","6.5","11.8","4.5","28.7","7.5","15.2","5.4","22.9","6.8","129271","14609","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1158","187","9.1","7.3","7.4","6.6","14.0","8.6","11.0","8.4","12.7","7.0","17.3","8.7","13.8","7.4","6.0","5.0","5.6","5.5","3.2","2.9","43750","13930","62270","11747","(X)","(X)","(X)","(X)","36.4","(X)","3288","176","3.2","2.6","2.6","2.4","6.5","3.8","3.9","2.9","7.6","3.6","17.4"
"1400000US09003492100","Census Tract 4921, Hartford County, Connecticut","6.8","10.7","5.1","21.6","5.8","9.4","3.8","11.4","4.7","81520","12007","108623","12747","26.1","(X)","(X)","(X)","(X)","(X)","1045","94","0.7","0.9","0.0","3.1","2.3","2.5","3.5","4.2","4.8","3.6","24.8","8.3","10.0","5.8","28.1","7.5","10.7","4.5","15.1","6.4","109453","15774","127372","17614","(X)","(X)","29.0","(X)","(X)","(X)","729","91","0.0","4.4","0.0","4.4","1.6","2.6","1.5","2.2","4.3","4.1","15.5","9.0","8.4","5.7","31.7","10.0","15.4","6.5","21.7","8.8","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","342","98","5.3","5.8","13.7","10.6","14.6","10.2","11.1","8.1","11.7","8.4","28.7","12.6","7.6","8.8","1.8","2.9","5.6","6.5","0.0","9.1","38452","19346","48989","11686","(X)","(X)","(X)","(X)","17.3","(X)","1387","75","1.3","1.5","3.4","2.7","5.3","2.9","5.4","3.9","6.5","3.3","24.9"
"1400000US09003492200","Census Tract 4922, Hartford County, Connecticut","6.1","13.2","4.0","25.8","5.2","9.4","4.7","5.7","3.1","82610","9987","91694","7210","28.1","(X)","(X)","(X)","(X)","(X)","1025","87","1.3","1.9","1.7","1.9","1.9","2.0","3.8","3.4","6.2","3.6","15.9","7.4","14.8","5.2","34.5","6.9","11.9","4.7","8.0","4.3","105673","6700","112002","9932","(X)","(X)","26.2","(X)","(X)","(X)","859","88","0.0","3.7","0.8","1.3","1.0","1.6","1.6","1.9","5.4","3.9","16.3","8.5","15.0","5.9","36.1","7.8","14.2","5.7","9.5","5.1","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","600","105","11.2","8.8","4.3","3.9","9.8","5.8","10.2","6.4","21.3","10.6","18.0","9.6","10.5","5.8","7.8","7.5","5.2","8.1","1.7","2.6","44167","12096","54859","10499","(X)","(X)","(X)","(X)","31.2","(X)","1625","88","4.9","3.6","2.6","1.9","4.8","2.3","6.2","3.4","11.1","4.7","16.2"
"1400000US09003492300","Census Tract 4923, Hartford County, Connecticut","5.3","17.8","5.4","16.0","4.6","3.5","2.4","3.4","2.4","65313","11285","74862","9087","31.5","(X)","(X)","(X)","(X)","(X)","1451","149","2.7","3.3","0.0","2.2","1.6","1.3","7.8","5.4","9.4","6.0","26.1","10.3","20.4","7.3","20.6","8.1","6.3","4.1","5.2","4.2","76972","9160","94136","13754","(X)","(X)","35.3","(X)","(X)","(X)","863","173","0.0","3.7","0.0","3.7","2.7","2.2","1.7","2.6","14.6","9.2","13.4","8.9","28.3","10.5","29.9","11.9","7.0","5.4","2.4","3.9","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1136","166","8.7","7.3","6.3","4.3","17.2","7.0","12.1","7.8","24.2","7.9","11.2","6.7","13.6","6.6","5.6","4.3","0.0","2.8","1.1","1.9","38467","6035","47618","8210","(X)","(X)","(X)","(X)","23.9","(X)","2587","105","5.3","3.7","2.8","1.9","8.4","3.5","9.7","4.3","15.9","4.9","17.1"
"1400000US09003492400","Census Tract 4924, Hartford County, Connecticut","4.4","13.2","4.9","29.3","6.2","10.8","4.4","8.1","4.1","91528","20173","101530","9962","31.9","(X)","(X)","(X)","(X)","(X)","844","63","0.8","1.3","0.0","3.8","3.7","2.6","5.8","4.7","6.4","3.8","10.9","4.7","13.2","5.6","36.4","7.2","12.2","5.4","10.7","5.4","109091","9167","114947","12699","(X)","(X)","27.4","(X)","(X)","(X)","730","74","1.0","1.5","0.0","4.4","2.3","1.8","4.7","4.3","2.5","2.2","11.5","5.3","11.6","5.9","40.0","8.2","14.1","6.3","12.3","6.0","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","262","75","0.0","11.7","0.0","11.7","17.6","12.2","17.2","11.7","27.5","12.7","14.9","9.2","10.3","8.1","6.5","5.1","6.1","8.0","0.0","11.7","42500","8492","54516","10898","(X)","(X)","(X)","(X)","46.6","(X)","1106","51","0.6","1.0","0.0","2.9","7.0","3.9","7.1","4.1","10.8","4.0","13.1"
"1400000US09003492500","Census Tract 4925, Hartford County, Connecticut","5.5","14.8","4.7","23.7","6.6","9.9","4.3","10.9","4.4","91576","11323","100279","9061","23.0","(X)","(X)","(X)","(X)","(X)","884","89","1.5","1.6","0.0","3.6","1.8","1.9","4.3","3.4","3.7","3.3","14.3","6.6","18.6","7.5","29.4","8.7","11.2","5.3","15.3","6.8","103542","5576","119534","12775","(X)","(X)","19.9","(X)","(X)","(X)","732","90","0.0","4.3","0.0","4.3","1.2","1.8","5.2","4.1","4.5","4.0","11.6","6.7","14.1","7.4","32.4","9.5","13.5","6.5","17.5","8.1","109688","16646","N","N","(X)","(X)","(X)","(X)","(X)","(X)","445","75","3.4","3.8","4.9","4.5","17.1","11.2","13.3","7.5","17.3","9.6","14.6","8.2","10.3","6.9","12.4","6.9","4.5","5.0","2.2","3.5","47067","6372","60061","10558","(X)","(X)","(X)","(X)","23.8","(X)","1329","75","2.1","1.6","1.7","1.5","6.9","4.2","6.5","3.2","9.1","4.2","14.4"
"1400000US09003492600","Census Tract 4926, Hartford County, Connecticut","3.8","9.4","3.4","17.4","4.7","13.0","4.9","11.3","3.8","77596","10003","98142","8109","28.2","(X)","(X)","(X)","(X)","(X)","1920","124","2.6","3.7","0.7","1.2","1.0","1.3","4.9","2.8","12.6","5.0","8.2","3.7","12.0","4.5","24.0","6.2","17.8","6.9","16.1","5.6","114957","13224","126168","11059","(X)","(X)","30.3","(X)","(X)","(X)","1764","124","2.8","4.0","0.8","1.3","1.1","1.4","3.1","2.5","11.2","5.7","7.1","3.5","13.0","5.0","24.5","6.5","18.6","7.3","17.6","6.0","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","821","123","21.7","10.9","12.4","9.5","22.4","11.0","12.3","7.8","14.9","7.8","9.1","8.6","3.5","4.1","1.8","2.9","1.8","2.8","0.0","3.9","21779","5531","31656","6985","(X)","(X)","(X)","(X)","23.3","(X)","2741","120","8.3","3.6","4.2","3.0","7.4","3.5","7.1","3.0","13.3","4.6","8.5"
"1400000US09003494100","Census Tract 4941, Hartford County, Connecticut","5.5","25.3","5.6","17.6","5.1","10.0","3.6","6.2","3.4","82692","6926","92574","7014","23.1","(X)","(X)","(X)","(X)","(X)","1477","141","0.0","2.2","1.1","1.7","0.0","2.2","3.3","3.1","5.4","3.7","15.0","6.3","24.8","7.6","23.0","6.8","16.9","7.5","10.5","5.9","100491","18156","117040","11522","(X)","(X)","23.7","(X)","(X)","(X)","1255","148","0.0","2.6","1.3","2.0","0.0","2.6","3.9","3.6","4.1","3.2","11.4","5.5","26.5","8.8","25.3","7.6","19.9","8.4","7.6","4.7","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1229","161","3.1","2.9","4.3","3.6","8.3","4.3","10.3","5.0","12.3","5.7","22.9","10.4","29.3","8.9","7.7","5.0","0.8","1.3","1.0","1.6","59329","8492","61817","6043","(X)","(X)","(X)","(X)","22.3","(X)","2706","86","1.4","1.3","2.5","1.9","3.8","2.0","6.5","2.8","8.5","3.5","18.2"
"1400000US09003494201","Census Tract 4942.01, Hartford County, Connecticut","5.0","10.4","3.5","21.8","5.1","12.4","3.3","3.2","2.0","68750","7971","83741","5152","29.7","(X)","(X)","(X)","(X)","(X)","1178","96","1.7","2.0","1.4","1.6","2.0","1.9","2.2","2.0","13.7","6.2","13.9","5.5","14.3","5.0","29.6","6.7","16.2","4.3","5.0","3.0","100735","7604","103851","6771","(X)","(X)","32.9","(X)","(X)","(X)","917","116","0.9","1.4","1.7","2.0","1.0","1.5","1.9","2.0","7.3","3.8","12.8","5.8","15.4","5.9","32.8","7.5","20.8","5.4","5.5","3.5","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","662","94","10.6","8.8","4.5","3.3","16.6","8.2","12.5","8.3","18.3","10.4","20.2","9.0","4.4","4.0","7.1","4.5","5.7","6.8","0.0","4.8","36301","3108","47639","9505","(X)","(X)","(X)","(X)","24.0","(X)","1840","69","4.9","3.6","2.5","1.6","7.2","3.4","5.9","3.2","15.3","5.5","16.2"
"1400000US09003494202","Census Tract 4942.02, Hartford County, Connecticut","5.2","19.5","6.5","30.0","8.2","5.7","3.7","13.7","5.2","97072","9221","111772","8319","28.2","(X)","(X)","(X)","(X)","(X)","785","80","0.0","4.1","1.8","1.9","2.0","2.6","2.2","2.6","7.8","5.4","7.1","4.5","19.7","7.4","32.9","10.3","8.3","5.3","18.2","8.0","118036","35451","127411","12765","(X)","(X)","28.4","(X)","(X)","(X)","597","79","0.0","5.3","1.0","1.6","1.0","1.6","0.8","1.5","7.5","5.9","4.9","3.7","15.6","7.2","36.9","11.8","9.5","6.4","22.8","9.7","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","352","73","1.7","3.1","0.0","8.8","4.3","5.1","17.3","9.4","11.6","6.8","20.7","13.9","19.0","9.8","21.6","11.9","0.0","8.8","3.7","5.7","70833","19339","75625","12371","(X)","(X)","(X)","(X)","27.8","(X)","1137","56","0.5","1.0","1.2","1.3","2.7","2.5","6.9","3.4","8.4","4.1","11.3"
"1400000US09003494300","Census Tract 4943, Hartford County, Connecticut","3.8","18.3","4.7","21.6","6.1","8.3","3.3","2.9","1.8","76771","9143","81130","7533","35.3","(X)","(X)","(X)","(X)","(X)","1151","84","1.5","1.7","3.3","3.6","2.2","2.5","6.8","4.9","6.6","3.8","17.0","4.4","22.2","6.5","26.4","7.7","10.9","4.8","3.1","2.4","89450","11125","94059","8737","(X)","(X)","32.3","(X)","(X)","(X)","897","88","1.9","2.2","0.0","3.6","1.9","2.8","4.2","3.3","6.5","4.0","15.3","5.4","23.1","7.1","30.8","8.4","12.4","6.0","4.0","3.1","97311","7610","N","N","(X)","(X)","(X)","(X)","(X)","(X)","449","86","11.4","8.5","6.7","5.1","22.0","11.2","13.4","9.4","13.8","7.8","12.9","8.2","6.7","5.8","9.4","7.2","1.6","2.7","2.2","3.4","27270","15763","47663","12587","(X)","(X)","(X)","(X)","42.8","(X)","1600","54","4.3","2.6","4.3","3.0","7.8","3.9","8.6","4.6","8.6","3.6","15.4"
"1400000US09003494400","Census Tract 4944, Hartford County, Connecticut","3.7","14.4","4.6","30.5","6.3","6.8","2.9","2.4","2.4","84185","10137","86115","5658","35.3","(X)","(X)","(X)","(X)","(X)","1217","94","0.7","1.1","0.0","2.6","2.5","2.0","3.9","2.4","11.8","4.2","8.5","3.5","18.1","6.1","43.6","8.7","7.7","3.7","3.1","3.7","104142","3165","103588","8124","(X)","(X)","37.8","(X)","(X)","(X)","888","115","1.0","1.5","0.0","3.6","2.7","2.4","3.5","2.6","11.4","4.5","10.6","4.6","13.7","6.6","45.3","10.2","7.5","4.6","4.3","5.0","107891","7329","N","N","(X)","(X)","(X)","(X)","(X)","(X)","782","100","10.5","7.0","2.9","2.7","15.5","8.0","6.3","4.0","19.9","7.6","19.9","8.1","11.9","5.3","8.1","4.6","3.8","3.0","1.2","1.8","46071","5541","56048","7895","(X)","(X)","(X)","(X)","31.3","(X)","1999","68","4.6","2.8","1.2","1.1","7.6","3.4","4.5","1.9","14.9","3.9","13.4"
"1400000US09003494500","Census Tract 4945, Hartford County, Connecticut","6.3","24.2","6.5","18.9","5.3","5.6","2.5","1.6","1.6","76458","11715","80343","6849","23.5","(X)","(X)","(X)","(X)","(X)","1214","131","0.7","1.0","0.0","2.6","1.2","1.3","4.7","3.3","11.1","4.2","20.6","7.9","26.3","7.7","24.4","7.2","8.6","3.8","2.5","2.3","84091","10982","94773","8703","(X)","(X)","29.1","(X)","(X)","(X)","952","129","0.8","1.3","0.0","3.4","0.8","1.2","3.0","2.8","6.5","4.8","17.3","6.7","28.8","9.1","29.0","8.2","10.5","4.7","3.2","2.9","92083","9395","N","N","(X)","(X)","(X)","(X)","(X)","(X)","646","126","6.5","5.0","5.1","3.8","18.6","9.2","7.6","4.9","12.4","7.8","23.5","12.5","19.3","11.2","7.0","8.3","0.0","4.9","0.0","4.9","49792","8961","51996","9424","(X)","(X)","(X)","(X)","13.0","(X)","1860","73","2.7","1.9","1.8","1.4","7.2","3.2","5.7","2.7","11.3","3.5","21.0"
"1400000US09003494600","Census Tract 4946, Hartford County, Connecticut","4.5","13.7","4.9","18.3","4.3","9.8","4.1","9.0","4.1","76797","8294","102772","16601","33.6","(X)","(X)","(X)","(X)","(X)","933","90","1.6","1.6","1.7","2.0","0.8","1.2","5.1","4.3","5.4","4.5","12.5","5.2","17.6","6.4","26.3","6.0","15.9","6.4","13.2","6.2","111094","17967","128034","16517","(X)","(X)","30.3","(X)","(X)","(X)","792","95","1.9","1.9","2.0","2.3","0.9","1.4","2.4","2.2","2.7","2.8","13.9","5.9","14.6","6.1","28.4","7.2","17.7","7.1","15.5","7.0","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","574","93","8.2","4.9","11.5","9.6","24.2","11.1","16.0","10.1","13.8","7.6","11.5","6.0","7.3","6.1","5.4","4.7","0.0","5.5","2.1","3.2","31250","5628","60368","34422","(X)","(X)","(X)","(X)","35.7","(X)","1507","85","4.1","2.3","5.4","3.8","9.7","4.6","7.9","4.2","8.8","3.5","13.3"
"1400000US09003496100","Census Tract 4961, Hartford County, Connecticut","9.9","10.1","6.4","11.1","5.0","2.2","2.4","1.1","1.7","43785","8265","52571","7609","35.3","(X)","(X)","(X)","(X)","(X)","700","120","14.4","12.0","5.0","5.3","6.3","7.4","6.4","5.4","15.3","10.4","27.3","13.0","12.4","8.2","12.9","7.0","0.0","4.5","0.0","4.5","50978","9942","53838","8498","(X)","(X)","37.0","(X)","(X)","(X)","454","117","11.7","13.7","2.9","4.6","1.3","2.2","2.2","3.5","19.6","12.6","29.5","18.3","13.0","10.4","19.8","10.3","0.0","6.9","0.0","6.9","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","409","127","25.7","18.4","12.5","12.3","14.4","8.8","7.1","7.0","13.2","13.1","9.3","12.1","4.6","6.7","4.4","5.6","5.9","6.5","2.9","4.5","22448","22267","46085","17391","(X)","(X)","(X)","(X)","32.5","(X)","1109","83","16.1","9.8","7.8","5.8","11.8","6.3","6.7","3.6","12.9","7.0","20.4"
"1400000US09003496200","Census Tract 4962, Hartford County, Connecticut","4.9","17.9","5.2","15.9","3.7","12.4","4.0","8.3","3.1","79127","7290","102760","10346","31.3","(X)","(X)","(X)","(X)","(X)","1130","89","0.0","2.8","0.7","1.0","1.6","1.6","8.0","3.8","4.9","2.7","21.1","6.8","17.2","6.2","18.4","5.1","17.3","5.8","11.0","4.6","94063","9899","124755","15524","(X)","(X)","32.7","(X)","(X)","(X)","909","89","0.0","3.5","0.9","1.3","1.3","1.6","5.4","3.4","5.0","2.9","20.2","7.5","16.2","6.8","17.7","5.3","20.5","7.0","12.9","5.4","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","571","108","9.5","7.7","4.2","3.7","17.0","8.8","9.8","8.0","13.5","10.4","10.9","5.6","20.0","10.1","11.0","6.6","1.2","1.9","3.0","3.3","42244","18805","57485","10354","(X)","(X)","(X)","(X)","28.4","(X)","1701","89","3.2","2.6","1.9","1.5","6.8","3.2","8.6","3.4","7.8","3.9","17.3"
"1400000US09003496300","Census Tract 4963, Hartford County, Connecticut","4.7","10.9","4.5","17.5","4.6","14.9","4.4","8.5","3.2","78634","9910","100819","9302","21.6","(X)","(X)","(X)","(X)","(X)","954","89","1.0","1.6","3.8","4.6","0.9","1.5","7.7","5.2","6.6","3.9","13.9","6.2","14.4","6.6","18.6","6.1","21.2","6.1","11.9","4.6","104318","35563","119689","12048","(X)","(X)","15.3","(X)","(X)","(X)","782","92","0.0","4.1","0.0","4.1","0.0","4.1","1.8","1.9","6.4","4.0","14.1","6.9","15.5","7.7","21.9","6.7","25.8","7.4","14.6","5.4","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","535","90","12.5","8.3","2.8","4.7","11.6","6.4","16.6","10.4","12.7","7.0","17.2","8.8","6.2","4.1","14.2","9.5","3.7","4.2","2.4","3.6","39135","11724","66013","18722","(X)","(X)","(X)","(X)","32.7","(X)","1489","55","5.2","3.2","3.4","3.3","4.2","2.1","10.9","4.9","8.8","3.6","15.7"
